Symbol,Date,Close,Volume
ABC,20151202,4.4,774307
ABP,20151202,2.96,973268
ABU,20151202,0.078,235744
ABX,20151202,0.22,194580
ABY,20151202,0.17,42992
ACB,20151202,0.021,122840
ACG,20151202,0.175,145948
ACL,20151202,0.092,98238
ACQ,20151202,0.82,70000
ACR,20151202,0.68,359223
ACU,20151202,0.125,198373
ACW,20151202,0.049,281166
ACX,20151202,4.88,176584
ADA,20151202,1.955,77290
ADH,20151202,2.7,168729
ADJ,20151202,0.089,228084
ADN,20151202,0.011,510787
ADO,20151202,0.077,592279
ADR,20151202,0.655,18000
ADV,20151202,0.013,5247698
ADY,20151202,0.018,11400
AEF,20151202,59.9,71
AEI,20151202,0.46,30850
AEV,20151202,0.115,88480
AFG,20151202,1.05,38362
AFI,20151202,5.71,291135
AGF,20151202,1.29,169802
AGI,20151202,2.37,328950
AGL,20151202,17.01,1564842
AGO,20151202,0.019,5138471
AGR,20151202,0.15,356200
AGS,20151202,0.029,138000
AHA,20151202,0.003,25112
AHD,20151202,15,46471
AHF,20151202,0.145,1509841
AHG,20151202,4.27,598998
AHL,20151202,0.595,676884
AHY,20151202,1.695,3186739
AHZ,20151202,0.73,219652
AIA,20151202,4.79,83331
AIO,20151202,8.73,1085215
AIZ,20151202,2.53,10157
AJA,20151202,5.15,51789
AJC,20151202,0.002,318293
AJD,20151202,1.28,49323
AJL,20151202,0.26,54074
AJM,20151202,0.047,1926763
AJQ,20151202,0.13,292185
AJR,20151202,0.002,2312500
AJX,20151202,0.885,2076510
AKF,20151202,0.05,7400
AKG,20151202,0.305,12599
AKK,20151202,0.015,200000
AKM,20151202,0.012,6690
AKP,20151202,9.35,3120
AKY,20151202,14.85,115
ALF,20151202,1.34,226330
ALI,20151202,1.795,112507
ALK,20151202,0.245,190445
ALL,20151202,9.6,1995612
ALQ,20151202,3.78,6614850
ALT,20151202,0.005,120001
ALU,20151202,4.96,663193
AMA,20151202,1.03,519976
AMB,20151202,0.18,55000
AMC,20151202,13.55,4273378
AMI,20151202,0.068,1714625
AMP,20151202,5.93,5033995
ANB,20151202,0.04,248500
ANG,20151202,0.245,58342
ANN,20151202,21.77,2200541
ANO,20151202,0.028,147934
ANP,20151202,0.065,399263
ANQ,20151202,0.002,1000000
ANR,20151202,0.98,21114
ANW,20151202,0.005,205052
ANZ,20151202,27.9,5562661
AOG,20151202,3.18,1486537
AOH,20151202,0.1,410362
AOK,20151202,0.057,230435
APA,20151202,8.62,3124881
APD,20151202,0.39,137098
APE,20151202,10.8,32497
APG,20151202,0.006,90330
API,20151202,2.07,1079624
APN,20151202,0.495,685232
APO,20151202,5.43,554811
APW,20151202,0.12,31111
APX,20151202,1.73,167180
APY,20151202,0.012,24993312
APZ,20151202,1.37,4499
AQC,20151202,0.021,4282469
AQD,20151202,0.016,1000000
AQG,20151202,2.65,13415
AQP,20151202,0.23,830167
AQQ,20151202,0.014,757500
AQX,20151202,0.053,260314
AQZ,20151202,0.525,26030
ARB,20151202,15.7,103903
ARD,20151202,0.021,200000
ARF,20151202,1.74,333170
ARG,20151202,7.59,148415
ARI,20151202,0.074,7790071
ARU,20151202,0.063,394039
ARV,20151202,0.001,2422222
ARW,20151202,0.2,19022
ASB,20151202,2.42,880614
ASH,20151202,0.22,77812
ASL,20151202,0.26,308117
AST,20151202,1.5,4686046
ASX,20151202,42.37,385117
ASZ,20151202,1.16,125859
ATC,20151202,0.093,300000
ATP,20151202,0.036,131334
ATR,20151202,0.19,26000
ATU,20151202,0.525,124019
AUB,20151202,8.65,19158
AUI,20151202,7.26,30210
AUP,20151202,5.42,3463
AUQ,20151202,0.014,654358
AUZ,20151202,0.004,500000
AVB,20151202,0.053,1799131
AVD,20151202,0.031,10000
AVG,20151202,0.4,173582
AVH,20151202,0.092,11000
AVI,20151202,0.022,1310
AVJ,20151202,0.55,45001
AVL,20151202,0.009,1225526
AVN,20151202,2.02,564483
AVQ,20151202,0.3,211673
AVZ,20151202,0.009,100667
AWC,20151202,1.165,10394738
AWE,20151202,0.65,1844957
AWN,20151202,0.5,2884960
AWO,20151202,0.021,2076117
AWQ,20151202,1.01,30000
AXE,20151202,0.09,39500
AXP,20151202,0.8,31000
AXT,20151202,0.071,8450
AYF,20151202,5.99,13250
AYI,20151202,0.001,207980000
AYS,20151202,2.41,52907
AZJ,20151202,5.57,5886542
AZM,20151202,0.029,779038
AZS,20151202,0.038,656221
AZV,20151202,0.098,864845
AZY,20151202,0.011,1225083
BAF,20151202,1.04,475275
BAL,20151202,13,1831308
BAP,20151202,4.02,764195
BAR,20151202,0.008,100000
BAU,20151202,0.083,48574
BBN,20151202,2.45,419502
BCI,20151202,0.225,261076
BDR,20151202,0.135,2528663
BEAR,20151202,17.58,106053
BEL,20151202,0.14,14744
BEN,20151202,11.42,1175595
BFC,20151202,0.4,7906978
BFG,20151202,0.58,34500
BGA,20151202,5.85,349313
BGL,20151202,0.86,209612
BGR,20151202,0.003,200000
BHP,20151202,18.75,8431219
BIG,20151202,0.24,694296
BIT,20151202,0.045,86829
BKI,20151202,1.675,105747
BKL,20151202,187.18,58271
BKN,20151202,0.475,2621467
BKT,20151202,0.061,341660
BKW,20151202,15.62,131164
BKY,20151202,0.5,79825
BLA,20151202,7,96009
BLD,20151202,5.77,1319598
BLG,20151202,0.07,11501
BLK,20151202,0.22,1302965
BLT,20151202,0.32,156722
BLX,20151202,1.96,664428
BLY,20151202,0.073,156086
BLZ,20151202,0.051,260506
BMG,20151202,0.012,140000
BML,20151202,0.005,112239
BMN,20151202,0.035,90732
BNO,20151202,0.48,236894
BOA,20151202,0.16,122716
BOC,20151202,0.185,51944
BOE,20151202,0.042,9512756
BOL,20151202,0.077,933109
BOQ,20151202,13.54,1340483
BPF,20151202,0.445,1172426
BPL,20151202,0.03,15000
BPS,20151202,1.27,101462
BPT,20151202,0.525,3593590
BRC,20151202,0.185,68112
BRG,20151202,7.16,311127
BRK,20151202,0.013,2072029
BRL,20151202,0.016,979731
BRN,20151202,0.265,6068471
BRS,20151202,0.88,1259616
BRU,20151202,0.245,129023
BSA,20151202,0.15,103226
BSE,20151202,0.041,182416
BSL,20151202,4.18,1382891
BSR,20151202,0.011,681818
BTC,20151202,0.12,4000
BTI,20151202,0.965,77500
BTT,20151202,12.79,456997
BUL,20151202,0.029,40112
BUX,20151202,0.067,805671
BUY,20151202,0.01,88334
BWF,20151202,0.45,39999
BWP,20151202,3.26,1143506
BWX,20151202,2.69,220427
BXB,20151202,10.95,4310592
BXN,20151202,0.021,50000
BYE,20151202,0.185,25000
BYI,20151202,1,57000
BYL,20151202,0.205,116278
CAA,20151202,0.11,1092000
CAB,20151202,2.8,619104
CAD,20151202,0.002,9665632
CAE,20151202,0.018,73000
CAF,20151202,0.365,580624
CAJ,20151202,0.265,4246425
CAM,20151202,0.855,37922
CAR,20151202,10.37,1033415
CAS,20151202,0.155,362380
CAT,20151202,1.65,260842
CAV,20151202,0.009,100000
CAY,20151202,0.047,281716
CBA,20151202,81.76,2445536
CBL,20151202,1.9,1200
CCF,20151202,0.07,467117
CCL,20151202,9.1,1915474
CCP,20151202,10.23,95311
CCV,20151202,0.51,506325
CDA,20151202,0.7,72074
CDB,20151202,0.015,27240
CDD,20151202,1.7,1785659
CDM,20151202,1.535,189609
CDP,20151202,6.75,1342
CDV,20151202,0.175,1949381
CDY,20151202,0.025,1243392
CFE,20151202,0.021,4932648
CGC,20151202,2.65,1296660
CGF,20151202,8.77,2829200
CGH,20151202,0.115,146043
CGN,20151202,0.073,57821
CGO,20151202,0.28,1393
CGR,20151202,0.16,2123
CGS,20151202,0.35,126676
CGW,20151202,0.545,76230
CHC,20151202,4.53,967400
CHF,20151202,0.03,388482
CHP,20151202,0.005,928000
CHZ,20151202,0.041,51500
CIA,20151202,0.155,10000
CIM,20151202,25.14,620775
CIN,20151202,31.85,1422
CIR,20151202,0.345,78000
CKF,20151202,4.4,3093572
CL8,20151202,0.023,2276072
CLA,20151202,0.001,480050
CLH,20151202,1.96,340183
CLQ,20151202,0.155,1077725
CLV,20151202,0.41,33484
CLY,20151202,0.013,100000
CM8,20151202,0.285,242901
CMA,20151202,1.99,29266
CMC,20151202,0.02,100000
CMI,20151202,1.47,415
CMP,20151202,0.42,1416851
CMW,20151202,1.045,3713980
CMY,20151202,0.008,2095000
CND,20151202,0.185,80000
CNI,20151202,0.925,8733
CNJ,20151202,0.01,250000
CNU,20151202,2.83,24814
CNX,20151202,0.014,56000
COE,20151202,0.185,40775
COF,20151202,0.407,3562
COH,20151202,95.83,116749
COI,20151202,0.09,359137
COO,20151202,0.13,15000
CPU,20151202,11.76,1542813
CQR,20151202,4.12,1325718
CRB,20151202,0.065,16667
CSE,20151202,0.24,75000
CSL,20151202,100,877797
CSR,20151202,3.03,4190911
CSS,20151202,0.048,2724477
CSV,20151202,1.76,246694
CTD,20151202,11.26,294576
CTM,20151202,0.006,502044
CTN,20151202,0.94,135904
CTP,20151202,0.16,3894236
CTR,20151202,0.07,290749
CTX,20151202,34.23,525314
CUE,20151202,0.065,262100
CUP,20151202,0.89,68148
CUV,20151202,2.85,2700
CUX,20151202,0.008,75000
CV1,20151202,0.39,27569
CVC,20151202,1.455,5619
CVE,20151202,0.008,5401791
CVN,20151202,0.105,1327618
CVO,20151202,2.23,623138
CVT,20151202,0.265,627616
CWC,20151202,0.685,279223
CWE,20151202,0.046,949437
CWN,20151202,11.6,1298889
CWP,20151202,4.1,18626
CXM,20151202,0.09,82200
CXO,20151202,0.016,819908
CXZ,20151202,0.22,16000
CYA,20151202,0.83,10354
CYC,20151202,0.54,2000
CYG,20151202,1.25,24000
CYL,20151202,0.3,1670
CYP,20151202,0.4,377924
CYU,20151202,0.03,386147
CZA,20151202,0.055,48000
CZI,20151202,0.026,331966
CZL,20151202,0.04,5983835
CZZ,20151202,21.61,31462
DCC,20151202,0.13,274904
DCG,20151202,0.895,855290
DCN,20151202,0.75,106000
DDR,20151202,1.78,22606
DDT,20151202,0.027,1747000
DFM,20151202,1.39,2821
DGH,20151202,0.71,4035
DGO,20151202,0.17,2576
DGR,20151202,0.036,430959
DGX,20151202,0.016,136564
DIV,20151202,19.56,3390
DJW,20151202,4.24,57633
DKM,20151202,0.105,226891
DLS,20151202,0.64,2228884
DLX,20151202,6.34,1051971
DM1,20151202,0.095,145000
DMA,20151202,0.024,722833
DMI,20151202,0.067,44991
DMP,20151202,50.83,199858
DNA,20151202,0.76,808903
DNK,20151202,0.28,313714
DOW,20151202,3.69,1354052
DRA,20151202,0.16,15000
DRG,20151202,0.033,46798
DRM,20151202,0.49,274336
DSH,20151202,0.415,29821641
DSX,20151202,0.093,720326
DTI,20151202,0.245,89000
DTL,20151202,1.065,78416
DTM,20151202,0.01,260914
DTR,20151202,0.01,484947
DUB,20151202,0.875,1879576
DUE,20151202,2.38,6402424
DUI,20151202,3.39,31225
DVA,20151202,0.495,229225
DVI,20151202,0.03,4027996
DVL,20151202,0.4,2500
DVN,20151202,0.75,200252
DWS,20151202,1.205,168531
DXS,20151202,7.87,2793666
DYE,20151202,0.275,82946
DYL,20151202,0.009,998955
E88,20151202,0.095,259500
EAI,20151202,1,27000
EAS,20151202,0.93,4500
EBG,20151202,0.065,50000
EBO,20151202,13.5,2187
EBT,20151202,3.64,330
ECG,20151202,0.15,207278
ECX,20151202,3.39,295097
EDE,20151202,0.063,2074242
EEG,20151202,0.029,536250
EEU,20151202,14.24,5000
EGG,20151202,0.84,5551
EGH,20151202,0.6,244209
EGI,20151202,1.07,15000
EGN,20151202,0.095,10000
EGY,20151202,0.012,70000
EHE,20151202,7.66,810768
EHL,20151202,0.045,159762
ELD,20151202,4.27,263745
ELK,20151202,0.071,60671
ELM,20151202,0.22,275000
ELT,20151202,0.009,187764
ELX,20151202,0.57,39668
EMB,20151202,7.15,400
EMF,20151202,1.91,48
EMG,20151202,0.015,2886557
EMH,20151202,0.185,24500
EML,20151202,0.87,154300
EMR,20151202,0.02,1301333
EMU,20151202,0.08,25000
ENN,20151202,1.74,22000
ENT,20151202,0.033,163334
ENZ,20151202,0.36,49208
EOS,20151202,1.35,118280
EPA,20151202,0.003,133000
EPD,20151202,0.86,136345
EPM,20151202,0.005,282509
EPW,20151202,1.505,221873
EPX,20151202,1.615,45819
EQE,20151202,0.011,250000
EQT,20151202,19.97,78276
ERA,20151202,0.345,292094
ERM,20151202,0.038,82270
ERR,20151202,0.7,14500
ESI,20151202,0.023,2778263
ESR,20151202,0.029,163000
EVE,20151202,0.01,600000
EVM,20151202,0.115,96818
EVN,20151202,1.195,8432754
EVR,20151202,0.62,246093
EWC,20151202,0.315,151873
EXG,20151202,0.057,161183
EXM,20151202,0.007,2801530
EXU,20151202,0.025,78000
EZL,20151202,0.845,83255
FAN,20151202,2.33,146
FAR,20151202,0.074,3335150
FBR,20151202,0.029,3017713
FBU,20151202,6.67,742914
FCG,20151202,0.23,2000
FCN,20151202,0.023,670000
FET,20151202,2.18,194498
FFG,20151202,0.044,96273
FGG,20151202,1.175,94208
FGX,20151202,1.14,231477
FID,20151202,2.7,24290
FIE,20151202,0.081,2808626
FLK,20151202,0.98,220902
FLN,20151202,1.75,347407
FLT,20151202,36.56,365425
FMG,20151202,1.965,15723117
FML,20151202,0.32,77647
FMS,20151202,0.013,1264195
FNP,20151202,3.19,55159
FPH,20151202,7.79,690313
FRE,20151202,0.002,502500
FRI,20151202,1.06,109490
FRM,20151202,0.95,283014
FRX,20151202,0.205,275047
FSA,20151202,1.185,14090
FSF,20151202,5.11,1144004
FUN,20151202,0.029,290669
FWD,20151202,1.19,60810
FXJ,20151202,0.91,4542939
FXL,20151202,2.82,1153818
GAP,20151202,0.3,81700
GBE,20151202,0.023,71000
GBG,20151202,0.025,341706
GBI,20151202,0.255,8000
GBT,20151202,4.1,100169
GC1,20151202,0.985,10714
GCR,20151202,0.075,55000
GCS,20151202,0.48,20529
GDF,20151202,0.95,486220
GDI,20151202,0.89,366798
GDX,20151202,19.37,10000
GDY,20151202,0.03,379838
GEG,20151202,1.23,116628
GEM,20151202,3.52,1247639
GER,20151202,0.059,69502
GFY,20151202,1.85,78345
GGE,20151202,0.007,868667
GGG,20151202,0.028,1126202
GHC,20151202,1.76,169596
GID,20151202,0.028,97920
GJT,20151202,1.88,254093
GLA,20151202,0.002,64000
GLE,20151202,0.23,80000
GLN,20151202,0.009,166666
GMA,20151202,2.59,6005059
GMD,20151202,0.022,90909
GMF,20151202,2.08,27062
GMG,20151202,6.18,4206744
GML,20151202,0.025,103202
GMM,20151202,0.16,1790027
GMN,20151202,0.052,300000
GMR,20151202,0.003,280000
GNC,20151202,8.23,557623
GNE,20151202,1.79,11650
GNG,20151202,0.89,13356
GOE,20151202,0.031,20447
GOLD,20151202,139.3,6349
GOR,20151202,0.38,1535885
GOZ,20151202,3.04,371967
GPH,20151202,0.071,555200
GPR,20151202,0.043,562088
GPT,20151202,4.71,4949994
GRA,20151202,0.28,128790
GRB,20151202,0.072,664851
GRF,20151202,1.39,705
GRR,20151202,0.12,619680
GRY,20151202,0.047,433353
GSC,20151202,0.011,250000
GSS,20151202,0.625,14000
GTG,20151202,0.031,2939559
GTK,20151202,2.17,66275
GTY,20151202,2.88,765276
GUD,20151202,8.06,492867
GVF,20151202,1.03,143310
GWA,20151202,1.89,568468
GWR,20151202,0.04,65000
GXL,20151202,5.72,594780
GXY,20151202,0.086,1660571
GZL,20151202,2.81,11910
HAO,20151202,0.08,98000
HAS,20151202,0.071,159000
HAV,20151202,0.23,97812
HAW,20151202,0.038,32
HAZ,20151202,0.002,2735083
HDX,20151202,0.105,209752
HEG,20151202,0.003,99992
HFA,20151202,2.87,307876
HFR,20151202,1.52,533639
HGG,20151202,6.36,2652127
HGO,20151202,0.18,91467
HHL,20151202,2.63,13794
HHV,20151202,1.19,273945
HHY,20151202,0.099,2000
HIG,20151202,0.065,561783
HIL,20151202,0.375,86120
HLO,20151202,0.4,133950
HMI,20151202,0.014,1800000
HNG,20151202,0.49,1021
HOM,20151202,0.47,23700
HOR,20151202,0.015,99944
HPI,20151202,2.55,105155
HPR,20151202,0.07,1352
HRR,20151202,0.092,105500
HSN,20151202,2.64,365314
HSO,20151202,2.64,10650228
HUB,20151202,3.48,29681
HUO,20151202,4.05,13149
HVN,20151202,4.06,4385332
HXG,20151202,0.06,527706
HZN,20151202,0.1,979363
HZR,20151202,0.22,2687336
IAA,20151202,61.51,22670
IAF,20151202,105.75,2448
IAG,20151202,5.72,4687221
IAU,20151202,0.125,99909
IBG,20151202,0.043,671800
IBK,20151202,42.22,2120
ICG,20151202,0.005,1165351
ICN,20151202,0.03,594155
ICQ,20151202,0.965,353064
ICS,20151202,1.72,3401
ICT,20151202,0.094,101689
ICU,20151202,0.2,46050
IDO,20151202,0.012,48280
IDR,20151202,2.13,60642
IDT,20151202,0.365,190851
IDX,20151202,1.82,59016
IDZ,20151202,0.37,24587
IEC,20151202,0.013,13835
IEL,20151202,3.47,624697
IEM,20151202,46.78,12449
IEU,20151202,57.38,15219
IFL,20151202,9.62,390305
IFM,20151202,0.685,1630117
IFN,20151202,0.45,419403
IGB,20151202,102.9,170
IGO,20151202,2.45,3522149
IHD,20151202,13.61,61558
IHK,20151202,27.62,1850
IIL,20151202,0.22,5090
IJH,20151202,202.09,474
IJP,20151202,17.23,23973
IJR,20151202,160.3,571
IKO,20151202,72.82,905
ILB,20151202,114.74,1453
ILC,20151202,22.95,24207
ILU,20151202,5.8,1267296
IMD,20151202,0.22,42914
IMF,20151202,1.44,170660
IMU,20151202,0.01,8800924
INA,20151202,2.67,49879
IND,20151202,0.013,531153
IOF,20151202,3.84,1737548
IOO,20151202,103.52,26163
IOZ,20151202,22.14,37523
IPD,20151202,1.005,272634
IPE,20151202,0.255,3000
IPH,20151202,8.2,326124
IPL,20151202,3.82,4773389
IPP,20151202,3.84,450645
IPT,20151202,0.032,463238
IQ3,20151202,0.305,6543
IQE,20151202,0.465,381791
IRD,20151202,0.11,43500
IRE,20151202,9.83,1002878
IRI,20151202,2.16,192473
IRU,20151202,164.34,1466
ISD,20151202,4.54,963286
ISG,20151202,14.52,1508
ISN,20151202,0.047,30773
ISO,20151202,3.86,24164
ISU,20151202,1.24,541761
ISX,20151202,0.37,1082983
ITD,20151202,0.24,4000
ITW,20151202,18.7,4312
IVC,20151202,11.9,255361
IVE,20151202,83.91,5234
IVO,20151202,0.055,505465
IVV,20151202,290.1,12121
IVX,20151202,0.008,13000
IWG,20151202,0.16,158889
IXI,20151202,129,801
IXJ,20151202,143.95,4645
IXP,20151202,82.14,87
IXR,20151202,0.008,854735
IZZ,20151202,51.29,31612
JBH,20151202,18,3606846
JHC,20151202,3.29,1030833
JHX,20151202,16.64,1496774
JIN,20151202,1.05,38570
JKL,20151202,0.18,550000
JPR,20151202,0.25,12667
JVG,20151202,0.002,333000
JYC,20151202,1.05,10000
KAM,20151202,0.75,37500
KAR,20151202,1.83,705427
KAS,20151202,0.022,50000
KAT,20151202,0.77,9500
KBL,20151202,0.023,100000
KBU,20151202,0.15,210900
KCN,20151202,0.57,495291
KDL,20151202,0.055,612114
KDR,20151202,0.115,132070
KEY,20151202,0.004,250000
KGL,20151202,0.1,6601
KII,20151202,2.49,93973
KIK,20151202,0.005,195000
KKL,20151202,0.01,4742511
KKT,20151202,0.28,35000
KMD,20151202,1.485,140654
KNL,20151202,0.175,157048
KNM,20151202,0.015,2200575
KNO,20151202,0.3,62343
KOR,20151202,0.044,15000
KOV,20151202,2.92,992
KPC,20151202,0.15,202200
KPL,20151202,0.125,1200
KPO,20151202,0.078,22761
KRC,20151202,0.016,150000
KRM,20151202,0.18,570045
KSC,20151202,1.12,123200
KSL,20151202,1.09,68624
LAA,20151202,0.3,51273
LAM,20151202,0.28,5000
LAU,20151202,0.51,65680
LBT,20151202,0.15,56000
LCK,20151202,0.23,40282
LCM,20151202,0.67,70000
LCR,20151202,0.003,1800000
LCT,20151202,0.049,203000
LEP,20151202,3.84,7250
LER,20151202,0.15,613491
LGD,20151202,0.205,1715182
LGO,20151202,0.009,490000
LGR,20151202,0.09,93225
LHB,20151202,0.14,28340
LHC,20151202,3.21,37713
LIC,20151202,2.52,25307
LIT,20151202,0.098,759931
LLC,20151202,12.99,1820817
LMG,20151202,0.008,625000
LNG,20151202,1.18,1974913
LNK,20151202,7.3,241512
LNR,20151202,6.55,1500
LOM,20151202,0.275,864038
LOV,20151202,3.5,84183
LRR,20151202,0.001,600000
LRS,20151202,0.009,903434
LSR,20151202,0.032,923049
LTN,20151202,0.085,7774
LTX,20151202,0.024,200000
LVT,20151202,0.3,67681
LWP,20151202,0.006,17044093
LYC,20151202,0.12,37682031
LYL,20151202,1.25,4879
MAD,20151202,0.079,18000
MAH,20151202,0.097,1200266
MAI,20151202,0.52,7000
MAT,20151202,0.18,214698
MBE,20151202,0.375,2297863
MBK,20151202,0.005,560000
MBT,20151202,0.06,10400
MCE,20151202,0.61,81450
MCP,20151202,0.72,2833
MCR,20151202,0.24,177910
MCS,20151202,0.064,191693
MCT,20151202,0.019,687000
MDC,20151202,0.22,10000
MDG,20151202,0.071,14000
MDR,20151202,0.05,18553242
MEB,20151202,0.34,35000
MED,20151202,0.04,100000
MEI,20151202,0.025,500000
MEL,20151202,0.057,447953
MEO,20151202,0.015,188142
MEP,20151202,0.067,30000
MEU,20151202,0.028,364537
MEY,20151202,0.125,2208
MEZ,20151202,2.17,2471
MFF,20151202,2.08,244044
MFG,20151202,26.86,388253
MGC,20151202,2.29,664966
MGE,20151202,2.68,821178
MGP,20151202,0.36,75000
MGR,20151202,1.87,17622528
MGV,20151202,0.016,8000
MGX,20151202,0.19,937928
MHG,20151202,2.5,52690
MHM,20151202,0.024,100000
MIG,20151202,0.97,23766
MIL,20151202,1.9,49165
MIN,20151202,4.98,1089166
MIR,20151202,2.48,46613
MJP,20151202,0.885,194856
MKO,20151202,0.03,20000
MLA,20151202,0.054,50000
MLB,20151202,1.915,41544
MLD,20151202,0.805,436235
MLM,20151202,0.09,125000
MLT,20151202,4.35,200372
MLX,20151202,1.015,664875
MMI,20151202,0.057,228653
MMJ,20151202,0.28,442025
MML,20151202,0.355,985655
MMR,20151202,0.025,719464
MMS,20151202,13.37,200381
MNB,20151202,0.003,2000000
MNC,20151202,0.003,541466
MND,20151202,6.23,230879
MNF,20151202,3.05,132573
MNM,20151202,0.013,64391
MNQ,20151202,0.018,223315
MNS,20151202,0.395,565369
MNW,20151202,0.068,119480
MNY,20151202,0.945,110623
MOC,20151202,1.83,64455
MOQ,20151202,0.036,100000
MOX,20151202,0.01,608600
MOY,20151202,0.041,896274
MOZ,20151202,0.041,15246016
MPJ,20151202,0.006,7494707
MPL,20151202,2.36,12177080
MPO,20151202,0.145,121861
MQA,20151202,4.2,983663
MQG,20151202,82.84,720024
MRD,20151202,0.009,635854
MRF,20151202,0.059,487168
MRM,20151202,0.23,580662
MRP,20151202,0.1,226352
MSB,20151202,1.685,967619
MSR,20151202,0.005,200000
MSV,20151202,0.02,1294339
MTA,20151202,0.066,330180
MTH,20151202,0.006,312766
MTL,20151202,0.064,491694
MTR,20151202,4.74,1160064
MTS,20151202,1.56,20014105
MTU,20151202,11.41,366989
MUA,20151202,1.03,215549
MUM,20151202,0.005,4776546
MUS,20151202,0.18,137097
MVA,20151202,18.67,827
MVB,20151202,26.55,743
MVF,20151202,1.545,1187619
MVP,20151202,3.79,62339
MVS,20151202,16.05,2669
MVW,20151202,21.71,34338
MWR,20151202,1.3,4900
MWS,20151202,0.002,330000
MXI,20151202,0.6,636956
MXR,20151202,0.003,2658300
MYE,20151202,0.235,41000
MYN,20151202,0.009,220000
MYO,20151202,3.49,763873
MYQ,20151202,0.14,50000
MYR,20151202,1.18,7865613
MYS,20151202,4.6,85162
MYT,20151202,2.6,19579
MYX,20151202,1.39,3725914
MZI,20151202,0.39,232840
NAB,20151202,30,4166234
NAE,20151202,0.003,600000
NAG,20151202,0.079,237358
NAM,20151202,0.285,1032
NAN,20151202,1.62,308270
NCC,20151202,0.98,72661
NCK,20151202,4.06,25350
NCM,20151202,11.42,3109556
NCO,20151202,0.006,521807
NDO,20151202,0.38,12302
NDQ,20151202,11.24,10320
NEA,20151202,0.395,817611
NEC,20151202,1.775,7272728
NEN,20151202,0.023,51930
NEU,20151202,0.09,2270163
NGY,20151202,0.031,87000
NHC,20151202,2.04,212197
NHF,20151202,3.85,446697
NIO,20151202,0.006,61500
NIU,20151202,0.001,12500
NKP,20151202,0.088,420000
NML,20151202,0.025,148652
NMS,20151202,1.1,1334
NMT,20151202,0.14,1164216
NOD,20151202,0.065,18000
NOR,20151202,0.14,13591269
NPX,20151202,3.9,12124
NRR,20151202,0.065,162582
NRT,20151202,0.125,245225
NSE,20151202,0.009,416123
NSL,20151202,0.01,1780000
NSR,20151202,1.545,464592
NST,20151202,2.5,2056323
NTC,20151202,2.95,299929
NTU,20151202,0.12,177071
NUF,20151202,8.49,959150
NVL,20151202,1.37,57906
NVT,20151202,4.48,682113
NWE,20151202,0.003,8535202
NWH,20151202,0.11,478414
NWS,20151202,20.22,82782
NWZ,20151202,0.049,1182000
NXR,20151202,0.023,270446
NXT,20151202,2.46,513755
OAR,20151202,0.18,14300
OBJ,20151202,0.055,1774431
OCC,20151202,0.37,360906
OCL,20151202,1.9,8913
ODN,20151202,0.018,19681063
OEC,20151202,0.6,117000
OEL,20151202,0.023,1665499
OEQ,20151202,0.18,20500
OFX,20151202,3.4,1191730
OGC,20151202,2.62,367668
OGX,20151202,0.205,299578
OGY,20151202,0.022,861650
OIL,20151202,0.03,50000
OKJ,20151202,0.055,125940
OKU,20151202,0.067,60400
OLV,20151202,0.105,218572
OMH,20151202,0.094,48700
OML,20151202,4.5,515582
ONT,20151202,7.6,700
OOO,20151202,18,8194
OPG,20151202,0.5,52009
ORA,20151202,2.24,2726913
ORE,20151202,1.415,342933
ORG,20151202,5.65,4741356
ORI,20151202,15.65,1841946
ORL,20151202,2.8,67933
ORN,20151202,0.02,849794
ORR,20151202,0.13,111403
OSH,20151202,8.28,6062450
OSL,20151202,0.165,1696248
OSP,20151202,0.24,57920
OTC,20151202,0.175,155094
OTH,20151202,0.56,20000
OVH,20151202,0.79,665651
OVL,20151202,0.009,6986112
OXX,20151202,0.045,136500
OZB,20151202,0.004,2370506
OZF,20151202,20.95,10574
OZG,20151202,0.12,807543
OZL,20151202,4.07,1905218
OZR,20151202,6.32,1000
PAA,20151202,0.084,110332
PAC,20151202,6.76,8133
PAF,20151202,0.96,136551
PAI,20151202,1.045,261119
PAK,20151202,0.058,150000
PAN,20151202,0.215,898334
PAR,20151202,0.32,11490
PAY,20151202,7,450
PBD,20151202,0.009,1021614
PBG,20151202,0.7,1808790
PBP,20151202,0.33,4956
PBT,20151202,0.13,4047
PDN,20151202,0.23,2033237
PDZ,20151202,0.19,163567
PEH,20151202,0.185,1731836
PEK,20151202,0.059,30000
PEN,20151202,1.275,58318
PEP,20151202,3.42,8999
PEX,20151202,0.18,51000
PEZ,20151202,0.055,100000
PFG,20151202,0.1,20000
PFL,20151202,1.162,18200
PGC,20151202,0.65,860234
PGF,20151202,1.04,300515
PGH,20151202,4.73,542398
PGI,20151202,0.094,7000
PGL,20151202,0.195,200
PGO,20151202,0.016,198117
PGY,20151202,0.001,500300
PHG,20151202,0.485,100500
PHI,20151202,9.05,1000
PIC,20151202,0.98,184559
PIO,20151202,0.016,1374228
PIQ,20151202,0.33,20000
PLP,20151202,0.004,300000
PLS,20151202,0.28,4611868
PMC,20151202,1.875,134229
PME,20151202,3.12,86777
PML,20151202,0.038,1560000
PMP,20151202,0.505,102797
PMV,20151202,14.44,338356
PMY,20151202,0.007,945773
PNC,20151202,1.72,66201
PNL,20151202,0.295,15000
